Sno,Province/State,Country,latitude,longitude,Date,loc_id,Key,Confirmed,Deaths,Recovered
0,Not defined,Thailand,15,101,1/22/2020,0,0,2,0,0
1,Not defined,Thailand,15,101,1/23/2020,0,1,1,0,0
2,Not defined,Thailand,15,101,1/24/2020,0,2,2,0,0
3,Not defined,Thailand,15,101,1/25/2020,0,3,2,0,0
4,Not defined,Thailand,15,101,1/26/2020,0,4,1,0,2
5,Not defined,Thailand,15,101,1/27/2020,0,5,0,0,0
6,Not defined,Thailand,15,101,1/28/2020,0,6,6,0,3
7,Not defined,Thailand,15,101,1/29/2020,0,7,0,0,0
8,Not defined,Thailand,15,101,1/30/2020,0,8,0,0,0
9,Not defined,Thailand,15,101,1/31/2020,0,9,5,0,0
10,Not defined,Thailand,15,101,2/1/2020,0,10,0,0,0
11,Not defined,Thailand,15,101,2/2/2020,0,11,0,0,0
12,Not defined,Thailand,15,101,2/3/2020,0,12,0,0,0
13,Not defined,Thailand,15,101,2/4/2020,0,13,6,0,0
14,Not defined,Thailand,15,101,2/5/2020,0,14,0,0,0
15,Not defined,Thailand,15,101,2/6/2020,0,15,0,0,0
16,Not defined,Thailand,15,101,2/7/2020,0,16,0,0,0
17,Not defined,Thailand,15,101,2/8/2020,0,17,7,0,5
18,Not defined,Thailand,15,101,2/9/2020,0,18,0,0,0
19,Not defined,Thailand,15,101,2/10/2020,0,19,0,0,0
20,Not defined,Thailand,15,101,2/11/2020,0,20,1,0,0
21,Not defined,Thailand,15,101,2/12/2020,0,21,0,0,0
22,Not defined,Thailand,15,101,2/13/2020,0,22,0,0,2
23,Not defined,Thailand,15,101,2/14/2020,0,23,0,0,0
24,Not defined,Thailand,15,101,2/15/2020,0,24,0,0,0
25,Not defined,Thailand,15,101,2/16/2020,0,25,1,0,2
26,Not defined,Thailand,15,101,2/17/2020,0,26,1,0,1
27,Not defined,Thailand,15,101,2/18/2020,0,27,0,0,0
28,Not defined,Thailand,15,101,2/19/2020,0,28,0,0,0
29,Not defined,Thailand,15,101,2/20/2020,0,29,0,0,0
30,Not defined,Thailand,15,101,2/21/2020,0,30,0,0,2
31,Not defined,Thailand,15,101,2/22/2020,0,31,0,0,0
32,Not defined,Thailand,15,101,2/23/2020,0,32,0,0,4
33,Not defined,Thailand,15,101,2/24/2020,0,33,0,0,0
34,Not defined,Thailand,15,101,2/25/2020,0,34,2,0,1
35,Not defined,Thailand,15,101,2/26/2020,0,35,3,0,0
36,Not defined,Thailand,15,101,2/27/2020,0,36,0,0,0
37,Not defined,Thailand,15,101,2/28/2020,0,37,1,0,6
38,Not defined,Thailand,15,101,2/29/2020,0,38,1,0,0
39,Not defined,Thailand,15,101,3/1/2020,0,39,0,1,0
40,Not defined,Thailand,15,101,3/2/2020,0,40,1,0,3
41,Not defined,Thailand,15,101,3/3/2020,0,41,0,0,0
42,Not defined,Thailand,15,101,3/4/2020,0,42,0,0,0
43,Not defined,Thailand,15,101,3/5/2020,0,43,4,0,0
44,Not defined,Thailand,15,101,3/6/2020,0,44,1,0,0
45,Not defined,Thailand,15,101,3/7/2020,0,45,2,0,0
46,Not defined,Thailand,15,101,3/8/2020,0,46,0,0,0
47,Not defined,Thailand,15,101,3/9/2020,0,47,0,0,0
48,Not defined,Thailand,15,101,3/10/2020,0,48,3,0,2
49,Not defined,Thailand,15,101,3/11/2020,0,49,6,0,1
50,Not defined,Thailand,15,101,3/12/2020,0,50,11,0,0
51,Not defined,Thailand,15,101,3/13/2020,0,51,5,0,1
52,Not defined,Thailand,15,101,3/14/2020,0,52,7,0,0
53,Not defined,Thailand,15,101,3/15/2020,0,53,32,0,0
54,Not defined,Japan,36,138,1/22/2020,1,54,2,0,0
55,Not defined,Japan,36,138,1/23/2020,1,55,-1,0,0
56,Not defined,Japan,36,138,1/24/2020,1,56,1,0,0
57,Not defined,Japan,36,138,1/25/2020,1,57,0,0,0
58,Not defined,Japan,36,138,1/26/2020,1,58,2,0,1
59,Not defined,Japan,36,138,1/27/2020,1,59,0,0,0
60,Not defined,Japan,36,138,1/28/2020,1,60,3,0,0
61,Not defined,Japan,36,138,1/29/2020,1,61,0,0,0
62,Not defined,Japan,36,138,1/30/2020,1,62,4,0,0
63,Not defined,Japan,36,138,1/31/2020,1,63,4,0,0
64,Not defined,Japan,36,138,2/1/2020,1,64,5,0,0
65,Not defined,Japan,36,138,2/2/2020,1,65,0,0,0
66,Not defined,Japan,36,138,2/3/2020,1,66,0,0,0
67,Not defined,Japan,36,138,2/4/2020,1,67,2,0,0
68,Not defined,Japan,36,138,2/5/2020,1,68,0,0,0
69,Not defined,Japan,36,138,2/6/2020,1,69,23,0,0
70,Not defined,Japan,36,138,2/7/2020,1,70,-20,0,0
71,Not defined,Japan,36,138,2/8/2020,1,71,0,0,0
72,Not defined,Japan,36,138,2/9/2020,1,72,1,0,0
73,Not defined,Japan,36,138,2/10/2020,1,73,0,0,3
74,Not defined,Japan,36,138,2/11/2020,1,74,0,0,5
75,Not defined,Japan,36,138,2/12/2020,1,75,2,0,0
76,Not defined,Japan,36,138,2/13/2020,1,76,0,1,0
77,Not defined,Japan,36,138,2/14/2020,1,77,1,0,0
78,Not defined,Japan,36,138,2/15/2020,1,78,14,0,3
79,Not defined,Japan,36,138,2/16/2020,1,79,16,0,0
80,Not defined,Japan,36,138,2/17/2020,1,80,7,0,0
81,Not defined,Japan,36,138,2/18/2020,1,81,8,0,1
82,Not defined,Japan,36,138,2/19/2020,1,82,10,0,5
83,Not defined,Japan,36,138,2/20/2020,1,83,10,0,0
84,Not defined,Japan,36,138,2/21/2020,1,84,11,0,4
85,Not defined,Japan,36,138,2/22/2020,1,85,17,0,0
86,Not defined,Japan,36,138,2/23/2020,1,86,25,0,0
87,Not defined,Japan,36,138,2/24/2020,1,87,12,0,0
88,Not defined,Japan,36,138,2/25/2020,1,88,11,0,0
89,Not defined,Japan,36,138,2/26/2020,1,89,19,1,0
90,Not defined,Japan,36,138,2/27/2020,1,90,25,2,0
91,Not defined,Japan,36,138,2/28/2020,1,91,14,0,0
92,Not defined,Japan,36,138,2/29/2020,1,92,13,1,10
93,Not defined,Japan,36,138,3/1/2020,1,93,15,1,0
94,Not defined,Japan,36,138,3/2/2020,1,94,18,0,0
95,Not defined,Japan,36,138,3/3/2020,1,95,19,0,11
96,Not defined,Japan,36,138,3/4/2020,1,96,38,0,0
97,Not defined,Japan,36,138,3/5/2020,1,97,29,0,0
98,Not defined,Japan,36,138,3/6/2020,1,98,60,0,3
99,Not defined,Japan,36,138,3/7/2020,1,99,41,0,30
100,Not defined,Japan,36,138,3/8/2020,1,100,41,0,0
101,Not defined,Japan,36,138,3/9/2020,1,101,9,4,0
102,Not defined,Japan,36,138,3/10/2020,1,102,70,0,25
103,Not defined,Japan,36,138,3/11/2020,1,103,58,5,17
104,Not defined,Japan,36,138,3/12/2020,1,104,0,1,0
105,Not defined,Japan,36,138,3/13/2020,1,105,62,3,0
106,Not defined,Japan,36,138,3/14/2020,1,106,72,3,0
107,Not defined,Japan,36,138,3/15/2020,1,107,66,0,0
108,Not defined,Singapore,1.2833,103.8333,1/22/2020,2,108,0,0,0
109,Not defined,Singapore,1.2833,103.8333,1/23/2020,2,109,1,0,0
110,Not defined,Singapore,1.2833,103.8333,1/24/2020,2,110,2,0,0
111,Not defined,Singapore,1.2833,103.8333,1/25/2020,2,111,0,0,0
112,Not defined,Singapore,1.2833,103.8333,1/26/2020,2,112,1,0,0
113,Not defined,Singapore,1.2833,103.8333,1/27/2020,2,113,1,0,0
114,Not defined,Singapore,1.2833,103.8333,1/28/2020,2,114,2,0,0
115,Not defined,Singapore,1.2833,103.8333,1/29/2020,2,115,0,0,0
116,Not defined,Singapore,1.2833,103.8333,1/30/2020,2,116,3,0,0
117,Not defined,Singapore,1.2833,103.8333,1/31/2020,2,117,3,0,0
118,Not defined,Singapore,1.2833,103.8333,2/1/2020,2,118,3,0,0
119,Not defined,Singapore,1.2833,103.8333,2/2/2020,2,119,2,0,0
120,Not defined,Singapore,1.2833,103.8333,2/3/2020,2,120,0,0,0
121,Not defined,Singapore,1.2833,103.8333,2/4/2020,2,121,6,0,0
122,Not defined,Singapore,1.2833,103.8333,2/5/2020,2,122,4,0,0
123,Not defined,Singapore,1.2833,103.8333,2/6/2020,2,123,0,0,0
124,Not defined,Singapore,1.2833,103.8333,2/7/2020,2,124,2,0,0
125,Not defined,Singapore,1.2833,103.8333,2/8/2020,2,125,3,0,2
126,Not defined,Singapore,1.2833,103.8333,2/9/2020,2,126,7,0,0
127,Not defined,Singapore,1.2833,103.8333,2/10/2020,2,127,5,0,0
128,Not defined,Singapore,1.2833,103.8333,2/11/2020,2,128,2,0,7
129,Not defined,Singapore,1.2833,103.8333,2/12/2020,2,129,3,0,6
130,Not defined,Singapore,1.2833,103.8333,2/13/2020,2,130,8,0,0
131,Not defined,Singapore,1.2833,103.8333,2/14/2020,2,131,9,0,2
132,Not defined,Singapore,1.2833,103.8333,2/15/2020,2,132,5,0,1
133,Not defined,Singapore,1.2833,103.8333,2/16/2020,2,133,3,0,0
134,Not defined,Singapore,1.2833,103.8333,2/17/2020,2,134,2,0,6
135,Not defined,Singapore,1.2833,103.8333,2/18/2020,2,135,4,0,5
136,Not defined,Singapore,1.2833,103.8333,2/19/2020,2,136,3,0,5
137,Not defined,Singapore,1.2833,103.8333,2/20/2020,2,137,0,0,0
138,Not defined,Singapore,1.2833,103.8333,2/21/2020,2,138,1,0,3
139,Not defined,Singapore,1.2833,103.8333,2/22/2020,2,139,0,0,0
140,Not defined,Singapore,1.2833,103.8333,2/23/2020,2,140,4,0,14
141,Not defined,Singapore,1.2833,103.8333,2/24/2020,2,141,0,0,0
142,Not defined,Singapore,1.2833,103.8333,2/25/2020,2,142,2,0,2
143,Not defined,Singapore,1.2833,103.8333,2/26/2020,2,143,2,0,9
144,Not defined,Singapore,1.2833,103.8333,2/27/2020,2,144,0,0,0
145,Not defined,Singapore,1.2833,103.8333,2/28/2020,2,145,0,0,0
146,Not defined,Singapore,1.2833,103.8333,2/29/2020,2,146,9,0,10
147,Not defined,Singapore,1.2833,103.8333,3/1/2020,2,147,4,0,0
148,Not defined,Singapore,1.2833,103.8333,3/2/2020,2,148,2,0,6
149,Not defined,Singapore,1.2833,103.8333,3/3/2020,2,149,2,0,0
150,Not defined,Singapore,1.2833,103.8333,3/4/2020,2,150,0,0,0
151,Not defined,Singapore,1.2833,103.8333,3/5/2020,2,151,7,0,0
152,Not defined,Singapore,1.2833,103.8333,3/6/2020,2,152,13,0,0
153,Not defined,Singapore,1.2833,103.8333,3/7/2020,2,153,8,0,0
154,Not defined,Singapore,1.2833,103.8333,3/8/2020,2,154,12,0,0
155,Not defined,Singapore,1.2833,103.8333,3/9/2020,2,155,0,0,0
156,Not defined,Singapore,1.2833,103.8333,3/10/2020,2,156,10,0,0
157,Not defined,Singapore,1.2833,103.8333,3/11/2020,2,157,18,0,18
158,Not defined,Singapore,1.2833,103.8333,3/12/2020,2,158,0,0,0
159,Not defined,Singapore,1.2833,103.8333,3/13/2020,2,159,22,0,1
160,Not defined,Singapore,1.2833,103.8333,3/14/2020,2,160,12,0,8
161,Not defined,Singapore,1.2833,103.8333,3/15/2020,2,161,14,0,0
162,Not defined,Nepal,28.1667,84.25,1/22/2020,3,162,0,0,0
163,Not defined,Nepal,28.1667,84.25,1/23/2020,3,163,0,0,0
164,Not defined,Nepal,28.1667,84.25,1/24/2020,3,164,0,0,0
165,Not defined,Nepal,28.1667,84.25,1/25/2020,3,165,1,0,0
166,Not defined,Nepal,28.1667,84.25,1/26/2020,3,166,0,0,0
167,Not defined,Nepal,28.1667,84.25,1/27/2020,3,167,0,0,0
168,Not defined,Nepal,28.1667,84.25,1/28/2020,3,168,0,0,0
169,Not defined,Nepal,28.1667,84.25,1/29/2020,3,169,0,0,0
170,Not defined,Nepal,28.1667,84.25,1/30/2020,3,170,0,0,0
171,Not defined,Nepal,28.1667,84.25,1/31/2020,3,171,0,0,0
172,Not defined,Nepal,28.1667,84.25,2/1/2020,3,172,0,0,0
173,Not defined,Nepal,28.1667,84.25,2/2/2020,3,173,0,0,0
174,Not defined,Nepal,28.1667,84.25,2/3/2020,3,174,0,0,0
175,Not defined,Nepal,28.1667,84.25,2/4/2020,3,175,0,0,0
176,Not defined,Nepal,28.1667,84.25,2/5/2020,3,176,0,0,0
177,Not defined,Nepal,28.1667,84.25,2/6/2020,3,177,0,0,0
178,Not defined,Nepal,28.1667,84.25,2/7/2020,3,178,0,0,0
179,Not defined,Nepal,28.1667,84.25,2/8/2020,3,179,0,0,0
180,Not defined,Nepal,28.1667,84.25,2/9/2020,3,180,0,0,0
181,Not defined,Nepal,28.1667,84.25,2/10/2020,3,181,0,0,0
182,Not defined,Nepal,28.1667,84.25,2/11/2020,3,182,0,0,0
183,Not defined,Nepal,28.1667,84.25,2/12/2020,3,183,0,0,1
184,Not defined,Nepal,28.1667,84.25,2/13/2020,3,184,0,0,0
185,Not defined,Nepal,28.1667,84.25,2/14/2020,3,185,0,0,0
186,Not defined,Nepal,28.1667,84.25,2/15/2020,3,186,0,0,0
187,Not defined,Nepal,28.1667,84.25,2/16/2020,3,187,0,0,0
188,Not defined,Nepal,28.1667,84.25,2/17/2020,3,188,0,0,0
189,Not defined,Nepal,28.1667,84.25,2/18/2020,3,189,0,0,0
190,Not defined,Nepal,28.1667,84.25,2/19/2020,3,190,0,0,0
191,Not defined,Nepal,28.1667,84.25,2/20/2020,3,191,0,0,0
192,Not defined,Nepal,28.1667,84.25,2/21/2020,3,192,0,0,0
193,Not defined,Nepal,28.1667,84.25,2/22/2020,3,193,0,0,0
194,Not defined,Nepal,28.1667,84.25,2/23/2020,3,194,0,0,0
195,Not defined,Nepal,28.1667,84.25,2/24/2020,3,195,0,0,0
196,Not defined,Nepal,28.1667,84.25,2/25/2020,3,196,0,0,0
197,Not defined,Nepal,28.1667,84.25,2/26/2020,3,197,0,0,0
198,Not defined,Nepal,28.1667,84.25,2/27/2020,3,198,0,0,0
199,Not defined,Nepal,28.1667,84.25,2/28/2020,3,199,0,0,0
200,Not defined,Nepal,28.1667,84.25,2/29/2020,3,200,0,0,0
201,Not defined,Nepal,28.1667,84.25,3/1/2020,3,201,0,0,0
202,Not defined,Nepal,28.1667,84.25,3/2/2020,3,202,0,0,0
203,Not defined,Nepal,28.1667,84.25,3/3/2020,3,203,0,0,0
204,Not defined,Nepal,28.1667,84.25,3/4/2020,3,204,0,0,0
205,Not defined,Nepal,28.1667,84.25,3/5/2020,3,205,0,0,0
206,Not defined,Nepal,28.1667,84.25,3/6/2020,3,206,0,0,0
207,Not defined,Nepal,28.1667,84.25,3/7/2020,3,207,0,0,0
208,Not defined,Nepal,28.1667,84.25,3/8/2020,3,208,0,0,0
209,Not defined,Nepal,28.1667,84.25,3/9/2020,3,209,0,0,0
210,Not defined,Nepal,28.1667,84.25,3/10/2020,3,210,0,0,0
211,Not defined,Nepal,28.1667,84.25,3/11/2020,3,211,0,0,0
212,Not defined,Nepal,28.1667,84.25,3/12/2020,3,212,0,0,0
213,Not defined,Nepal,28.1667,84.25,3/13/2020,3,213,0,0,0
214,Not defined,Nepal,28.1667,84.25,3/14/2020,3,214,0,0,0
215,Not defined,Nepal,28.1667,84.25,3/15/2020,3,215,0,0,0
216,Not defined,Malaysia,2.5,112.5,1/22/2020,4,216,0,0,0
217,Not defined,Malaysia,2.5,112.5,1/23/2020,4,217,0,0,0
218,Not defined,Malaysia,2.5,112.5,1/24/2020,4,218,0,0,0
219,Not defined,Malaysia,2.5,112.5,1/25/2020,4,219,3,0,0
220,Not defined,Malaysia,2.5,112.5,1/26/2020,4,220,1,0,0
221,Not defined,Malaysia,2.5,112.5,1/27/2020,4,221,0,0,0
222,Not defined,Malaysia,2.5,112.5,1/28/2020,4,222,0,0,0
223,Not defined,Malaysia,2.5,112.5,1/29/2020,4,223,3,0,0
224,Not defined,Malaysia,2.5,112.5,1/30/2020,4,224,1,0,0
225,Not defined,Malaysia,2.5,112.5,1/31/2020,4,225,0,0,0
226,Not defined,Malaysia,2.5,112.5,2/1/2020,4,226,0,0,0
227,Not defined,Malaysia,2.5,112.5,2/2/2020,4,227,0,0,0
228,Not defined,Malaysia,2.5,112.5,2/3/2020,4,228,0,0,0
229,Not defined,Malaysia,2.5,112.5,2/4/2020,4,229,2,0,0
230,Not defined,Malaysia,2.5,112.5,2/5/2020,4,230,2,0,0
231,Not defined,Malaysia,2.5,112.5,2/6/2020,4,231,0,0,0
232,Not defined,Malaysia,2.5,112.5,2/7/2020,4,232,0,0,1
233,Not defined,Malaysia,2.5,112.5,2/8/2020,4,233,4,0,0
234,Not defined,Malaysia,2.5,112.5,2/9/2020,4,234,0,0,0
235,Not defined,Malaysia,2.5,112.5,2/10/2020,4,235,2,0,0
236,Not defined,Malaysia,2.5,112.5,2/11/2020,4,236,0,0,2
237,Not defined,Malaysia,2.5,112.5,2/12/2020,4,237,0,0,0
238,Not defined,Malaysia,2.5,112.5,2/13/2020,4,238,1,0,0
239,Not defined,Malaysia,2.5,112.5,2/14/2020,4,239,0,0,0
240,Not defined,Malaysia,2.5,112.5,2/15/2020,4,240,3,0,4
241,Not defined,Malaysia,2.5,112.5,2/16/2020,4,241,0,0,0
242,Not defined,Malaysia,2.5,112.5,2/17/2020,4,242,0,0,0
243,Not defined,Malaysia,2.5,112.5,2/18/2020,4,243,0,0,6
244,Not defined,Malaysia,2.5,112.5,2/19/2020,4,244,0,0,2
245,Not defined,Malaysia,2.5,112.5,2/20/2020,4,245,0,0,0
246,Not defined,Malaysia,2.5,112.5,2/21/2020,4,246,0,0,0
247,Not defined,Malaysia,2.5,112.5,2/22/2020,4,247,0,0,0
248,Not defined,Malaysia,2.5,112.5,2/23/2020,4,248,0,0,0
249,Not defined,Malaysia,2.5,112.5,2/24/2020,4,249,0,0,3
250,Not defined,Malaysia,2.5,112.5,2/25/2020,4,250,0,0,0
251,Not defined,Malaysia,2.5,112.5,2/26/2020,4,251,0,0,0
252,Not defined,Malaysia,2.5,112.5,2/27/2020,4,252,1,0,0
253,Not defined,Malaysia,2.5,112.5,2/28/2020,4,253,0,0,0
254,Not defined,Malaysia,2.5,112.5,2/29/2020,4,254,2,0,0
255,Not defined,Malaysia,2.5,112.5,3/1/2020,4,255,4,0,0
256,Not defined,Malaysia,2.5,112.5,3/2/2020,4,256,0,0,0
257,Not defined,Malaysia,2.5,112.5,3/3/2020,4,257,7,0,4
258,Not defined,Malaysia,2.5,112.5,3/4/2020,4,258,14,0,0
259,Not defined,Malaysia,2.5,112.5,3/5/2020,4,259,0,0,0
260,Not defined,Malaysia,2.5,112.5,3/6/2020,4,260,33,0,0
261,Not defined,Malaysia,2.5,112.5,3/7/2020,4,261,10,0,1
262,Not defined,Malaysia,2.5,112.5,3/8/2020,4,262,6,0,1
263,Not defined,Malaysia,2.5,112.5,3/9/2020,4,263,18,0,0
264,Not defined,Malaysia,2.5,112.5,3/10/2020,4,264,12,0,0
265,Not defined,Malaysia,2.5,112.5,3/11/2020,4,265,20,0,2
266,Not defined,Malaysia,2.5,112.5,3/12/2020,4,266,0,0,0
267,Not defined,Malaysia,2.5,112.5,3/13/2020,4,267,48,0,0
268,Not defined,Malaysia,2.5,112.5,3/14/2020,4,268,41,0,9
269,Not defined,Malaysia,2.5,112.5,3/15/2020,4,269,190,0,7
270,British Columbia,Canada,49.2827,-123.1207,1/22/2020,5,270,0,0,0
271,British Columbia,Canada,49.2827,-123.1207,1/23/2020,5,271,0,0,0
272,British Columbia,Canada,49.2827,-123.1207,1/24/2020,5,272,0,0,0
273,British Columbia,Canada,49.2827,-123.1207,1/25/2020,5,273,0,0,0
274,British Columbia,Canada,49.2827,-123.1207,1/26/2020,5,274,0,0,0
275,British Columbia,Canada,49.2827,-123.1207,1/27/2020,5,275,0,0,0
276,British Columbia,Canada,49.2827,-123.1207,1/28/2020,5,276,1,0,0
277,British Columbia,Canada,49.2827,-123.1207,1/29/2020,5,277,0,0,0
278,British Columbia,Canada,49.2827,-123.1207,1/30/2020,5,278,0,0,0
279,British Columbia,Canada,49.2827,-123.1207,1/31/2020,5,279,0,0,0
280,British Columbia,Canada,49.2827,-123.1207,2/1/2020,5,280,0,0,0
281,British Columbia,Canada,49.2827,-123.1207,2/2/2020,5,281,0,0,0
282,British Columbia,Canada,49.2827,-123.1207,2/3/2020,5,282,0,0,0
283,British Columbia,Canada,49.2827,-123.1207,2/4/2020,5,283,0,0,0
284,British Columbia,Canada,49.2827,-123.1207,2/5/2020,5,284,1,0,0
285,British Columbia,Canada,49.2827,-123.1207,2/6/2020,5,285,0,0,0
286,British Columbia,Canada,49.2827,-123.1207,2/7/2020,5,286,2,0,0
287,British Columbia,Canada,49.2827,-123.1207,2/8/2020,5,287,0,0,0
288,British Columbia,Canada,49.2827,-123.1207,2/9/2020,5,288,0,0,0
289,British Columbia,Canada,49.2827,-123.1207,2/10/2020,5,289,0,0,0
290,British Columbia,Canada,49.2827,-123.1207,2/11/2020,5,290,0,0,0
291,British Columbia,Canada,49.2827,-123.1207,2/12/2020,5,291,0,0,0
292,British Columbia,Canada,49.2827,-123.1207,2/13/2020,5,292,0,0,0
293,British Columbia,Canada,49.2827,-123.1207,2/14/2020,5,293,0,0,0
294,British Columbia,Canada,49.2827,-123.1207,2/15/2020,5,294,0,0,0
295,British Columbia,Canada,49.2827,-123.1207,2/16/2020,5,295,0,0,0
296,British Columbia,Canada,49.2827,-123.1207,2/17/2020,5,296,1,0,0
297,British Columbia,Canada,49.2827,-123.1207,2/18/2020,5,297,0,0,0
298,British Columbia,Canada,49.2827,-123.1207,2/19/2020,5,298,0,0,0
299,British Columbia,Canada,49.2827,-123.1207,2/20/2020,5,299,0,0,0
300,British Columbia,Canada,49.2827,-123.1207,2/21/2020,5,300,1,0,0
301,British Columbia,Canada,49.2827,-123.1207,2/22/2020,5,301,0,0,0
302,British Columbia,Canada,49.2827,-123.1207,2/23/2020,5,302,0,0,0
303,British Columbia,Canada,49.2827,-123.1207,2/24/2020,5,303,0,0,0
304,British Columbia,Canada,49.2827,-123.1207,2/25/2020,5,304,1,0,0
305,British Columbia,Canada,49.2827,-123.1207,2/26/2020,5,305,0,0,0
306,British Columbia,Canada,49.2827,-123.1207,2/27/2020,5,306,0,0,3
307,British Columbia,Canada,49.2827,-123.1207,2/28/2020,5,307,0,0,0
308,British Columbia,Canada,49.2827,-123.1207,2/29/2020,5,308,1,0,0
309,British Columbia,Canada,49.2827,-123.1207,3/1/2020,5,309,0,0,0
310,British Columbia,Canada,49.2827,-123.1207,3/2/2020,5,310,0,0,0
311,British Columbia,Canada,49.2827,-123.1207,3/3/2020,5,311,1,0,0
312,British Columbia,Canada,49.2827,-123.1207,3/4/2020,5,312,3,0,0
313,British Columbia,Canada,49.2827,-123.1207,3/5/2020,5,313,1,0,0
314,British Columbia,Canada,49.2827,-123.1207,3/6/2020,5,314,8,0,0
315,British Columbia,Canada,49.2827,-123.1207,3/7/2020,5,315,0,0,1
316,British Columbia,Canada,49.2827,-123.1207,3/8/2020,5,316,6,0,0
317,British Columbia,Canada,49.2827,-123.1207,3/9/2020,5,317,5,1,0
318,British Columbia,Canada,49.2827,-123.1207,3/10/2020,5,318,0,0,0
319,British Columbia,Canada,49.2827,-123.1207,3/11/2020,5,319,7,0,0
320,British Columbia,Canada,49.2827,-123.1207,3/12/2020,5,320,7,0,0
321,British Columbia,Canada,49.2827,-123.1207,3/13/2020,5,321,18,0,0
322,British Columbia,Canada,49.2827,-123.1207,3/14/2020,5,322,0,0,0
323,British Columbia,Canada,49.2827,-123.1207,3/15/2020,5,323,9,0,0
324,New South Wales,Australia,-33.8688,151.2093,1/22/2020,6,324,0,0,0
325,New South Wales,Australia,-33.8688,151.2093,1/23/2020,6,325,0,0,0
326,New South Wales,Australia,-33.8688,151.2093,1/24/2020,6,326,0,0,0
327,New South Wales,Australia,-33.8688,151.2093,1/25/2020,6,327,0,0,0
328,New South Wales,Australia,-33.8688,151.2093,1/26/2020,6,328,3,0,0
329,New South Wales,Australia,-33.8688,151.2093,1/27/2020,6,329,1,0,0
330,New South Wales,Australia,-33.8688,151.2093,1/28/2020,6,330,0,0,0
331,New South Wales,Australia,-33.8688,151.2093,1/29/2020,6,331,0,0,0
332,New South Wales,Australia,-33.8688,151.2093,1/30/2020,6,332,0,0,2
333,New South Wales,Australia,-33.8688,151.2093,1/31/2020,6,333,0,0,0
334,New South Wales,Australia,-33.8688,151.2093,2/1/2020,6,334,0,0,0
335,New South Wales,Australia,-33.8688,151.2093,2/2/2020,6,335,0,0,0
336,New South Wales,Australia,-33.8688,151.2093,2/3/2020,6,336,0,0,0
337,New South Wales,Australia,-33.8688,151.2093,2/4/2020,6,337,0,0,0
338,New South Wales,Australia,-33.8688,151.2093,2/5/2020,6,338,0,0,0
339,New South Wales,Australia,-33.8688,151.2093,2/6/2020,6,339,0,0,0
340,New South Wales,Australia,-33.8688,151.2093,2/7/2020,6,340,0,0,0
341,New South Wales,Australia,-33.8688,151.2093,2/8/2020,6,341,0,0,0
342,New South Wales,Australia,-33.8688,151.2093,2/9/2020,6,342,0,0,0
343,New South Wales,Australia,-33.8688,151.2093,2/10/2020,6,343,0,0,0
344,New South Wales,Australia,-33.8688,151.2093,2/11/2020,6,344,0,0,0
345,New South Wales,Australia,-33.8688,151.2093,2/12/2020,6,345,0,0,0
346,New South Wales,Australia,-33.8688,151.2093,2/13/2020,6,346,0,0,2
347,New South Wales,Australia,-33.8688,151.2093,2/14/2020,6,347,0,0,0
348,New South Wales,Australia,-33.8688,151.2093,2/15/2020,6,348,0,0,0
349,New South Wales,Australia,-33.8688,151.2093,2/16/2020,6,349,0,0,0
350,New South Wales,Australia,-33.8688,151.2093,2/17/2020,6,350,0,0,0
351,New South Wales,Australia,-33.8688,151.2093,2/18/2020,6,351,0,0,0
352,New South Wales,Australia,-33.8688,151.2093,2/19/2020,6,352,0,0,0
353,New South Wales,Australia,-33.8688,151.2093,2/20/2020,6,353,0,0,0
354,New South Wales,Australia,-33.8688,151.2093,2/21/2020,6,354,0,0,0
355,New South Wales,Australia,-33.8688,151.2093,2/22/2020,6,355,0,0,0
356,New South Wales,Australia,-33.8688,151.2093,2/23/2020,6,356,0,0,0
357,New South Wales,Australia,-33.8688,151.2093,2/24/2020,6,357,0,0,0
358,New South Wales,Australia,-33.8688,151.2093,2/25/2020,6,358,0,0,0
359,New South Wales,Australia,-33.8688,151.2093,2/26/2020,6,359,0,0,0
360,New South Wales,Australia,-33.8688,151.2093,2/27/2020,6,360,0,0,0
361,New South Wales,Australia,-33.8688,151.2093,2/28/2020,6,361,0,0,0
362,New South Wales,Australia,-33.8688,151.2093,2/29/2020,6,362,0,0,0
363,New South Wales,Australia,-33.8688,151.2093,3/1/2020,6,363,2,0,0
364,New South Wales,Australia,-33.8688,151.2093,3/2/2020,6,364,0,0,0
365,New South Wales,Australia,-33.8688,151.2093,3/3/2020,6,365,7,0,0
366,New South Wales,Australia,-33.8688,151.2093,3/4/2020,6,366,9,1,0
367,New South Wales,Australia,-33.8688,151.2093,3/5/2020,6,367,0,0,0
368,New South Wales,Australia,-33.8688,151.2093,3/6/2020,6,368,4,0,0
369,New South Wales,Australia,-33.8688,151.2093,3/7/2020,6,369,2,0,0
370,New South Wales,Australia,-33.8688,151.2093,3/8/2020,6,370,10,1,0
371,New South Wales,Australia,-33.8688,151.2093,3/9/2020,6,371,10,0,0
372,New South Wales,Australia,-33.8688,151.2093,3/10/2020,6,372,7,0,0
373,New South Wales,Australia,-33.8688,151.2093,3/11/2020,6,373,10,0,0
374,New South Wales,Australia,-33.8688,151.2093,3/12/2020,6,374,0,0,0
